,Ingredient,Trade_Name,Price
15244,TOBRAMYCIN,TOBI PODHALER,28
15245,FLUTICASONE FUROATE; UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE,TRELEGY ELLIPTA,7
15246,GLYCOPYRROLATE; INDACATEROL MALEATE,UTIBRON,23
15247,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,WIXELA INHUB,26
15253,TALC,STERITALC,5
15256,TALC,TALC,16
15257,FOSNETUPITANT CHLORIDE HYDROCHLORIDE; PALONOSETRON HYDROCHLORIDE,AKYNZEO,10
15258,PEMETREXED DISODIUM,ALIMTA,17
15260,COPANLISIB DIHYDROCHLORIDE,ALIQOPA,12
15263,DELAFLOXACIN MEGLUMINE,BAXDELA,19
15264,BELINOSTAT,BELEODAQ,2
15265,BORTEZOMIB,BORTEZOMIB,22
15267,CASPOFUNGIN ACETATE,CANCIDAS,28
15269,CARFILZOMIB,CARFILZOMIB,25
15272,CASPOFUNGIN ACETATE,CASPOFUNGIN ACETATE,18
15284,CEFEPIME HYDROCHLORIDE,CEFEPIME HYDROCHLORIDE IN PLASTIC CONTAINER,30
15285,CEFOXITIN SODIUM,CEFOXITIN IN PLASTIC CONTAINER,2
15287,DAPTOMYCIN,CUBICIN,19
15289,DAPTOMYCIN,CUBICIN RF,9
15290,DALBAVANCIN HYDROCHLORIDE,DALVANCE,9
15291,DAPTOMYCIN,DAPTOMYCIN,18
15302,TECHNETIUM TC-99M EXAMETAZIME KIT,DRAX EXAMETAZIME,8
15303,FOSAPREPITANT DIMEGLUMINE,EMEND,24
15307,ANIDULAFUNGIN,ERAXIS,7
15309,MELPHALAN HYDROCHLORIDE,EVOMELA,25
15310,CEFIDEROCOL SULFATE TOSYLATE,FETROJA,20
15311,FOSAPREPITANT DIMEGLUMINE,FOSAPREPITANT DIMEGLUMINE,9
15321,LEVOLEUCOVORIN CALCIUM,FUSILEV,21
15322,CILASTATIN SODIUM; IMIPENEM,IMIPENEM AND CILASTATIN,5
15328,ROMIDEPSIN,ISTODAX,6
15329,CANGRELOR,KENGREAL,3
15330,LEVOLEUCOVORIN,KHAPZORY,20
15332,CARFILZOMIB,KYPROLIS,23
15335,LEVOLEUCOVORIN CALCIUM,LEVOLEUCOVORIN CALCIUM,5
15340,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,9
15351,MEROPENEM,MEROPENEM AND SODIUM CHLORIDE IN DUPLEX CONTAINER,6
15353,GALLIUM DOTATATE GA-68,NETSPOT,19
15354,OMADACYCLINE TOSYLATE,NUZYRA,23
15355,ORITAVANCIN DIPHOSPHATE,ORBACTIV,4
15360,CILASTATIN SODIUM; IMIPENEM; RELEBACTAM,RECARBRIO,2
15361,TEDIZOLID PHOSPHATE,SIVEXTRO,28
15362,CEFTAROLINE FOSAMIL,TEFLARO,3
15365,THIOTEPA,TEPADINA,8
15369,TIGECYCLINE,TIGECYCLINE,21
15376,TIGECYCLINE,TYGACIL,7
15377,MEROPENEM; VABORBACTAM,VABOMERE,20
15382,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE IN PLASTIC CONTAINER,19
15383,TELAVANCIN HYDROCHLORIDE,VIBATIV,13
15386,CYTARABINE; DAUNORUBICIN,VYXEOS,20
15387,ERAVACYCLINE DIHYDROCHLORIDE,XERAVA,12
15388,TRABECTEDIN,YONDELIS,23
15389,CEFTOLOZANE SULFATE; TAZOBACTAM SODIUM,ZERBAXA,7
15390,INDOCYANINE GREEN,SPY AGENT GREEN KIT,15
15391,AZACITIDINE,AZACITIDINE,17
15401,AZACITIDINE,VIDAZA,13
15402,AVIBACTAM SODIUM; CEFTAZIDIME,AVYCAZ,23
15407,BENDAMUSTINE HYDROCHLORIDE,TREANDA,3
15409,GLUCAGON,BAQSIMI,12
15410,SUMATRIPTAN SUCCINATE,ONZETRA XSAIL,16
15411,NYSTATIN,BARSTATIN 100,21
15412,SODIUM PHENYLBUTYRATE,BUPHENYL,21
15413,CELLULOSE SODIUM PHOSPHATE,CALCIBIND,4
15415,CHOLESTYRAMINE,CHOLESTYRAMINE,22
15428,CHOLESTYRAMINE,CHOLESTYRAMINE LIGHT,7
15437,MAGNESIUM SULFATE; POTASSIUM SULFATE; SODIUM SULFATE,COLPREP KIT,24
15438,LANTHANUM CARBONATE,FOSRENOL,29
15440,RALTEGRAVIR POTASSIUM,ISENTRESS,19
15441,SAPROPTERIN DIHYDROCHLORIDE,KUVAN,11
15443,CHOLESTYRAMINE,LOCHOLEST,23
15445,CHOLESTYRAMINE,LOCHOLEST LIGHT,7
15450,AMINOSALICYLATE SODIUM,P.A.S. SODIUM,27
15451,PHENYL AMINOSALICYLATE,PHENY-PAS-TEBAMIN,15
15452,POTASSIUM AMINOSALICYLATE,POTASSIUM AMINOSALICYLATE,15
15453,CHOLESTYRAMINE,PREVALITE,10
15455,CHOLESTYRAMINE,QUESTRAN,18
15457,CHOLESTYRAMINE,QUESTRAN LIGHT,7
15460,AMINOSALICYLIC ACID RESIN COMPLEX,REZIPAS,5
15461,SAPROPTERIN DIHYDROCHLORIDE,SAPROPTERIN DIHYDROCHLORIDE,24
15463,AMINOSALICYLATE SODIUM,SODIUM AMINOSALICYLATE,25
15464,SODIUM PHENYLBUTYRATE,SODIUM PHENYLBUTYRATE,29
15466,PATIROMER SORBITEX CALCIUM,VELTASSA,22
15469,NELFINAVIR MESYLATE,VIRACEPT,1
15470,TENOFOVIR DISOPROXIL FUMARATE,VIREAD,10
15471,XYLOSE,XYLO-PFAN,25
15472,XYLOSE,XYLOSE,24
15473,SODIUM POLYSTYRENE SULFONATE,KALEXATE,10
15475,SODIUM POLYSTYRENE SULFONATE,KAYEXALATE,12
15476,SODIUM POLYSTYRENE SULFONATE,KIONEX,4
15477,SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE,20
15486,DEGARELIX ACETATE,FIRMAGON,12
15488,TEDUGLUTIDE RECOMBINANT,GATTEX KIT,6
15489,OMACETAXINE MEPESUCCINATE,SYNRIBO,30
15490,NITROGLYCERIN,GONITRO,3
15491,SULFUR,BENSULFOID,16
15502,NYSTATIN,NYSTOP,29
15503,ETHINYL ESTRADIOL; SEGESTERONE ACETATE,ANNOVERA,10
15504,ETHINYL ESTRADIOL; ETONOGESTREL,ELURYNG,4
15505,ETHINYL ESTRADIOL; ETONOGESTREL,NUVARING,19
15506,FLUOCINOLONE ACETONIDE,CAPEX,13
15507,CHLOROXINE,CAPITROL,24
15526,KETOCONAZOLE,NIZORAL A-D,5
15528,HEXACHLOROPHENE,GAMOPHEN,19
15529,SODIUM CHLORIDE,SODIUM CHLORIDE 0.9% IN STERILE PLASTIC CONTAINER,1
15532,BUPRENORPHINE,SUBLOCADE,27
15534,TIMOLOL MALEATE,TIMOLOL MALEATE,18
15536,TIMOLOL MALEATE,TIMOPTIC-XE,2
15538,TESTOSTERONE,AXIRON,4
15543,SODIUM NITRITE; SODIUM THIOSULFATE,NITHIODOTE,14
15544,KETOROLAC TROMETHAMINE,ACULAR,17
15545,KETOROLAC TROMETHAMINE,ACULAR LS,21
15546,KETOROLAC TROMETHAMINE,ACULAR PRESERVATIVE FREE,17
15547,KETOROLAC TROMETHAMINE,ACUVAIL,5
15548,CYCLOPENTOLATE HYDROCHLORIDE,AK-PENTOLATE,21
15549,LEVOBUNOLOL HYDROCHLORIDE,AKBETA,7
15551,CYCLOPENTOLATE HYDROCHLORIDE,AKPENTOLATE,7
15553,DIPIVEFRIN HYDROCHLORIDE,AKPRO,24
15554,TOBRAMYCIN,AKTOB,16
15555,PEMIROLAST POTASSIUM,ALAMAST,23
15556,KETOTIFEN FUMARATE,ALAWAY,17
15558,NAPHAZOLINE HYDROCHLORIDE,ALBALON,3
15559,PROPARACAINE HYDROCHLORIDE,ALCAINE,3
15560,NEDOCROMIL SODIUM,ALOCRIL,20
15561,LODOXAMIDE TROMETHAMINE,ALOMIDE,19
15562,BRIMONIDINE TARTRATE,ALPHAGAN,3
15564,BRIMONIDINE TARTRATE,ALPHAGAN P,13
15566,BENOXINATE HYDROCHLORIDE; FLUORESCEIN SODIUM,ALTAFLUOR BENOX,17
15567,APRACLONIDINE HYDROCHLORIDE,APRACLONIDINE HYDROCHLORIDE,27
15569,AZITHROMYCIN,AZASITE,28
15570,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,4
15577,BENOXINATE HYDROCHLORIDE,BENOXINATE HYDROCHLORIDE,1
15578,BEPOTASTINE BESILATE,BEPOTASTINE BESILATE,26
15580,BEPOTASTINE BESILATE,BEPREVE,11
15581,POVIDONE-IODINE,BETADINE,26
15582,LEVOBUNOLOL HYDROCHLORIDE,BETAGAN,6
15584,BETAXOLOL HYDROCHLORIDE,BETAXOLOL HYDROCHLORIDE,19
15588,TIMOLOL,BETIMOL,2
15590,BETAXOLOL HYDROCHLORIDE,BETOPTIC,4
15591,BIMATOPROST,BIMATOPROST,30
15599,SULFACETAMIDE SODIUM,BLEPH-30,7
15600,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,22
15607,BROMFENAC SODIUM,BROMDAY,12
15608,BROMFENAC SODIUM,BROMFENAC SODIUM,1
15617,BROMFENAC SODIUM,BROMSITE,9
15618,CARTEOLOL HYDROCHLORIDE,CARTEOLOL HYDROCHLORIDE,7
15621,NORFLOXACIN,CHIBROXIN,17
15625,CHLORAMPHENICOL,CHLOROPTIC,27
15627,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE,18
15635,BRIMONIDINE TARTRATE; TIMOLOL MALEATE,COMBIGAN,12
15636,DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE,COSOPT,11
15637,DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE,COSOPT PF,22
15638,CROMOLYN SODIUM,CROLOM,9
15642,CROMOLYN SODIUM,CROMOPTIC,10
15643,CYCLOPENTOLATE HYDROCHLORIDE,CYCLOGYL,21
15646,CYCLOPENTOLATE HYDROCHLORIDE; PHENYLEPHRINE HYDROCHLORIDE,CYCLOMYDRIL,29
15647,CYCLOPENTOLATE HYDROCHLORIDE,CYCLOPENTOLATE HYDROCHLORIDE,8
15651,CYSTEAMINE HYDROCHLORIDE,CYSTARAN,27
15652,DAPIPRAZOLE HYDROCHLORIDE,DAPIPRAZOLE HYDROCHLORIDE,23
15654,IDOXURIDINE,DENDRID,17
15665,DIPIVEFRIN HYDROCHLORIDE,DIPIVEFRIN HYDROCHLORIDE,28
15667,DORZOLAMIDE HYDROCHLORIDE,DORZOLAMIDE HYDROCHLORIDE,14
15679,DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE,DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE,26
15693,EPINASTINE HYDROCHLORIDE,ELESTAT,21
15694,EMEDASTINE DIFUMARATE,EMADINE,28
15695,EPINASTINE HYDROCHLORIDE,EPINASTINE HYDROCHLORIDE,30
15701,BENOXINATE HYDROCHLORIDE; FLUORESCEIN SODIUM,FLUORESCEIN SODIUM AND BENOXINATE HYDROCHLORIDE,17
15702,FLURBIPROFEN SODIUM,FLURBIPROFEN SODIUM,30
15705,GATIFLOXACIN,GATIFLOXACIN,8
15710,GENTAMICIN SULFATE,GENOPTIC,5
15713,GENTAMICIN SULFATE,GENTAK,15
15720,IDOXURIDINE,HERPLEX,30
15721,DEMECARIUM BROMIDE,HUMORSOL,14
15723,PREDNISOLONE SODIUM PHOSPHATE,INFLAMASE FORTE,15
15724,PREDNISOLONE SODIUM PHOSPHATE,INFLAMASE MILD,29
15725,APRACLONIDINE HYDROCHLORIDE,IOPIDINE,10
15727,LEVOFLOXACIN,IQUIX,19
15728,ATROPINE SULFATE,ISOPTO ATROPINE,3
15729,SULFACETAMIDE SODIUM,ISOPTO CETAMIDE,7
15730,TIMOLOL MALEATE,ISTALOL,16
15731,TRAVOPROST,IZBA,17
15732,PROPARACAINE HYDROCHLORIDE,KAINAIR,14
15743,KETOTIFEN FUMARATE,KETOTIFEN FUMARATE,28
15745,ALCAFTADINE,LASTACAFT,8
15746,LATANOPROST,LATANOPROST,7
15755,LEVOBUNOLOL HYDROCHLORIDE,LEVOBUNOLOL HYDROCHLORIDE,13
15767,BRIMONIDINE TARTRATE,LUMIFY,2
15768,BIMATOPROST,LUMIGAN,27
15770,METIPRANOLOL HYDROCHLORIDE,METIPRANOLOL,22
15771,PREDNISOLONE SODIUM PHOSPHATE,METRETON,23
15772,MOXIFLOXACIN HYDROCHLORIDE,MOXEZA,6
15773,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,30
15782,TROPICAMIDE,MYDRIACYL,12
15786,TROPICAMIDE,MYDRIAFAIR,21
15788,NAPHAZOLINE HYDROCHLORIDE,NAFAZAIR,25
15790,NAPHAZOLINE HYDROCHLORIDE,NAPHAZOLINE HYDROCHLORIDE,27
15791,NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE,NAPHAZOLINE HYDROCHLORIDE AND PHENIRAMINE MALEATE,6
15793,NAPHAZOLINE HYDROCHLORIDE,NAPHCON FORTE,6
15794,NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE,NAPHCON-A,22
15795,NEDOCROMIL SODIUM,NEDOCROMIL SODIUM,19
15796,GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEO-POLYCIN,28
15798,GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN AND POLYMYXIN B SULFATES AND GRAMICIDIN,15
15802,DEXAMETHASONE SODIUM PHOSPHATE; NEOMYCIN SULFATE,NEOMYCIN SULFATE AND DEXAMETHASONE SODIUM PHOSPHATE,30
15803,GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN SULFATE AND POLYMYXIN B SULFATE GRAMICIDIN,20
15804,DEXAMETHASONE SODIUM PHOSPHATE; NEOMYCIN SULFATE,NEOMYCIN SULFATE-DEXAMETHASONE SODIUM PHOSPHATE,19
15806,GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOSPORIN,18
15807,OXYMETAZOLINE HYDROCHLORIDE,OCUCLEAR,15
15808,FLURBIPROFEN SODIUM,OCUFEN,25
15809,OFLOXACIN,OCUFLOX,6
15810,CARTEOLOL HYDROCHLORIDE,OCUPRESS,13
15811,SULFACETAMIDE SODIUM,OCUSULF-10,20
15812,SULFACETAMIDE SODIUM,OCUSULF-30,27
15822,OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,6
15841,NAPHAZOLINE HYDROCHLORIDE,OPCON,28
15842,NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE,OPCON-A,28
15843,PROPARACAINE HYDROCHLORIDE,OPHTHAINE,29
15844,PROPARACAINE HYDROCHLORIDE,OPHTHETIC,6
15845,CHLORAMPHENICOL,OPHTHOCHLOR,17
15846,CROMOLYN SODIUM,OPTICROM,24
15847,METIPRANOLOL HYDROCHLORIDE,OPTIPRANOLOL,9
15848,AZELASTINE HYDROCHLORIDE,OPTIVAR,12
15849,CHLORAMPHENICOL,OPTOMYCIN,18
15850,PROPARACAINE HYDROCHLORIDE,PARACAINE,10
15851,HYDROXYAMPHETAMINE HYDROBROMIDE,PAREDRINE,13
15852,HYDROXYAMPHETAMINE HYDROBROMIDE; TROPICAMIDE,PAREMYD,25
15853,OLOPATADINE HYDROCHLORIDE,PATADAY ONCE DAILY RELIEF,29
15854,OLOPATADINE HYDROCHLORIDE,PATADAY TWICE DAILY RELIEF,27
15855,OLOPATADINE HYDROCHLORIDE,PAZEO,18
15856,CYCLOPENTOLATE HYDROCHLORIDE,PENTOLAIR,9
15859,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,18
15863,RIBOFLAVIN 5'-PHOSPHATE SODIUM,PHOTREXA,16
15864,RIBOFLAVIN 5'-PHOSPHATE SODIUM,PHOTREXA VISCOUS IN DEXTRAN 20%,24
15865,POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE,POLYTRIM,13
15866,PREDNISOLONE SODIUM PHOSPHATE,PREDAIR,3
15867,PREDNISOLONE SODIUM PHOSPHATE,PREDAIR FORTE,30
15878,PHENYLEPHRINE HYDROCHLORIDE; PYRILAMINE MALEATE,PREFRIN-A,30
15879,SUPROFEN,PROFENAL,16
15880,BROMFENAC SODIUM,PROLENSA,10
15881,PROPARACAINE HYDROCHLORIDE,PROPARACAINE HYDROCHLORIDE,28
15885,DIPIVEFRIN HYDROCHLORIDE,PROPINE,10
15886,BRIMONIDINE TARTRATE,QOLIANA,17
15887,LEVOFLOXACIN,QUIXIN,20
15888,UNOPROSTONE ISOPROPYL,RESCULA,2
15889,NETARSUDIL MESYLATE,RHOPRESSA,24
15890,LATANOPROST; NETARSUDIL DIMESYLATE,ROCKLATAN,5
15893,SULFACETAMIDE SODIUM,SODIUM SULFACETAMIDE,20
15903,SULFACETAMIDE SODIUM,SULF-10,12
15904,SULFACETAMIDE SODIUM,SULF-15,8
15905,SULFACETAMIDE SODIUM,SULFACEL-15,29
15912,PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM AND PREDNISOLONE SODIUM PHOSPHATE,9
15915,SULFACETAMIDE SODIUM,SULFAIR FORTE,8
15916,SULFACETAMIDE SODIUM,SULFAIR-15,6
15917,SULFISOXAZOLE DIOLAMINE,SULFISOXAZOLE DIOLAMINE,1
15918,PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM,SULSTER,10
15919,SULFACETAMIDE SODIUM,SULTEN-10,23
15920,TAFLUPROST,TAFLUPROST,12
15921,TIMOLOL,TIMOLOL,10
15943,TIMOLOL MALEATE,TIMOPTIC,22
15945,TIMOLOL MALEATE,TIMOPTIC IN OCUDOSE,26
15947,TOBRAMYCIN,TOBRAMYCIN,26
15955,TRAVOPROST,TRAVATAN,28
15956,TRAVOPROST,TRAVATAN Z,10
15957,TRAVOPROST,TRAVOPROST,14
15961,TRIFLURIDINE,TRIFLURIDINE,29
15963,POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE,TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE,9
15966,TROPICAMIDE,TROPICACYL,14
15968,TROPICAMIDE,TROPICAMIDE,16
15976,DORZOLAMIDE HYDROCHLORIDE,TRUSOPT,21
15977,PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM,VASOCIDIN,14
15978,NAPHAZOLINE HYDROCHLORIDE,VASOCON,14
15979,ANTAZOLINE PHOSPHATE; NAPHAZOLINE HYDROCHLORIDE,VASOCON-A,17
15980,MOXIFLOXACIN HYDROCHLORIDE,VIGAMOX,27
15981,TRIFLURIDINE,VIROPTIC,27
15982,NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE,VISINE,11
15983,OXYMETAZOLINE HYDROCHLORIDE,VISINE L.R.,1
15984,DICLOFENAC SODIUM,VOLTAREN,8
15985,LATANOPROSTENE BUNOD,VYZULTA,15
15986,LATANOPROST,XALATAN,15
15987,BROMFENAC SODIUM,XIBROM,17
15988,LIFITEGRAST,XIIDRA,24
15989,KETOTIFEN FUMARATE,ZADITOR,9
15991,CETIRIZINE HYDROCHLORIDE,ZERVIATE,22
15992,TAFLUPROST,ZIOPTAN,14
15993,GATIFLOXACIN,ZYMAR,7
15994,GATIFLOXACIN,ZYMAXID,19
15998,"ACETIC ACID, GLACIAL",ACETASOL,21
15999,"ACETIC ACID, GLACIAL; HYDROCORTISONE",ACETASOL HC,8
16000,"ACETIC ACID, GLACIAL",ACETIC ACID,11
16005,"ACETIC ACID, GLACIAL; ALUMINUM ACETATE",ACETIC ACID 2% IN AQUEOUS ALUMINUM ACETATE,4
16006,"ACETIC ACID, GLACIAL; HYDROCORTISONE",ACETIC ACID W/ HYDROCORTISONE,6
16007,"ACETIC ACID, GLACIAL; ALUMINUM ACETATE",BOROFAIR,14
16008,TROLAMINE POLYPEPTIDE OLEATE CONDENSATE,CERUMENEX,13
16009,CIPROFLOXACIN HYDROCHLORIDE,CETRAXAL,10
16011,HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,CORTISPORIN,15
16013,"ACETIC ACID, GLACIAL; ALUMINUM ACETATE",DOMEBORO,16
16014,OFLOXACIN,FLOXIN OTIC,17
16015,"ACETIC ACID, GLACIAL; HYDROCORTISONE",HYDROCORTISONE AND ACETIC ACID,1
16019,HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE,21
16022,HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN SULFATE-POLYMYXIN B SULFATE-HYDROCORTISONE,6
16029,"ACETIC ACID, GLACIAL",ORLEX,6
16030,"ACETIC ACID, GLACIAL; HYDROCORTISONE",ORLEX HC,6
16031,HYDROCORTISONE; POLYMYXIN B SULFATE,OTOBIOTIC,12
16032,HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,OTOCORT,15
16033,CIPROFLOXACIN HYDROCHLORIDE; FLUOCINOLONE ACETONIDE,OTOVEL,24
16034,HYDROCORTISONE; POLYMYXIN B SULFATE,PYOCIDIN,18
16035,"ACETIC ACID, GLACIAL; DESONIDE",TRIDESILON,24
16036,"ACETIC ACID, GLACIAL",VOSOL,13
16037,"ACETIC ACID, GLACIAL; HYDROCORTISONE",VOSOL HC,27
16042,BIMATOPROST,LATISSE,18
16049,CHLORHEXIDINE GLUCONATE,PAROEX,2
16050,CHLORHEXIDINE GLUCONATE,PERIDEX,7
16051,CHLORHEXIDINE GLUCONATE,PERIOGARD,6
16063,METHOCARBAMOL,ROBAXIN,24
16064,ALBUTEROL SULFATE,ACCUNEB,13
16066,ISOPROTERENOL HYDROCHLORIDE,AEROLONE,15
16093,ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,5
16105,ISOETHARINE HYDROCHLORIDE,BETA-2,27
16106,TOBRAMYCIN,BETHKIS,25
16107,ISOETHARINE HYDROCHLORIDE,BRONKOSOL,24
16109,ARFORMOTEROL TARTRATE,BROVANA,8
16120,ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,DUONEB,9
16122,IPRATROPIUM BROMIDE,IPRATROPIUM BROMIDE,21
16135,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE,4
16170,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE S/F,13
16182,TOBRAMYCIN,KITABIS PAK,15
16183,LEVALBUTEROL HYDROCHLORIDE,LEVALBUTEROL HYDROCHLORIDE,6
16207,GLYCOPYRROLATE,LONHALA MAGNAIR KIT,7
16208,METAPROTERENOL SULFATE,METAPROTERENOL SULFATE,21
16222,ACETYLCYSTEINE; ISOPROTERENOL HYDROCHLORIDE,MUCOMYST W/ ISOPROTERENOL,3
16223,FORMOTEROL FUMARATE,PERFOROMIST,13
16224,METAPROTERENOL SULFATE,PROMETA,14
16225,ALBUTEROL SULFATE,PROVENTIL,2
16228,TOBRAMYCIN,TOBI,11
16238,TREPROSTINIL,TYVASO,18
16239,ISOPROTERENOL HYDROCHLORIDE,VAPO-ISO,11
16240,ILOPROST,VENTAVIS,27
16243,ALBUTEROL SULFATE,VENTOLIN,20
16245,LEVALBUTEROL HYDROCHLORIDE,XOPENEX,13
16249,REVEFENACIN,YUPELRI,27
16250,XENON XE-133,XENEISOL,6
16251,PENTETATE CALCIUM TRISODIUM,PENTETATE CALCIUM TRISODIUM,25
16252,PENTETATE ZINC TRISODIUM,PENTETATE ZINC TRISODIUM,11
16265,ACETYLCYSTEINE,MUCOMYST,23
16267,ACETYLCYSTEINE,MUCOSIL-10,15
16268,ACETYLCYSTEINE,MUCOSIL-20,25
16270,ROPIVACAINE HYDROCHLORIDE,NAROPIN,12
16283,MAGNESIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,NORMOCARB HF 25,22
16284,MAGNESIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,NORMOCARB HF 35,27
16285,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,4
16322,TECHNETIUM TC-99M SULFUR COLLOID KIT,AN-SULFUR COLLOID,28
16323,TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR,MINITEC,7
16324,IOHEXOL,OMNIPAQUE 350,18
16326,SODIUM PHOSPHATE P-32,PHOSPHOTOPE,9
16327,TECHNETIUM TC-99M SODIUM PERTECHNETATE,SODIUM PERTECHNETATE TC 99M,7
16332,SODIUM PHOSPHATE P-32,SODIUM PHOSPHATE P 32,8
16334,TECHNETIUM TC-99M SULFUR COLLOID KIT,TECHNECOLL,3
16335,TECHNETIUM TC-99M SULFUR COLLOID,TECHNETIUM TC 99M SULFUR COLLOID,22
16336,TECHNETIUM TC-99M SULFUR COLLOID KIT,TECHNETIUM TC 99M TSC,21
16337,TECHNETIUM TC-99M SULFUR COLLOID KIT,TESULOID,2
16338,IOHEXOL,OMNIPAQUE 180,6
16339,IOHEXOL,OMNIPAQUE 240,5
16341,IOHEXOL,OMNIPAQUE 300,16
16343,ALCOHOL,ABLYSINOL,11
16345,ATROPINE,ATROPEN,2
16349,ATROPINE,ATROPINE,9
16350,ATROPINE,ATROPINE (AUTOINJECTOR),5
16351,HYDROXYPROGESTERONE CAPROATE,DELALUTIN,12
16367,HYDROXYPROGESTERONE CAPROATE,MAKENA,1
16368,HYDROXYPROGESTERONE CAPROATE,MAKENA PRESERVATIVE FREE,15
16369,MIDAZOLAM HYDROCHLORIDE,SEIZALAM,12
16370,GLYCOPYRROLATE,GLYRX-PF,27
16372,MAGNESIUM SULFATE,MAGNESIUM SULFATE,10
16384,EPINEPHRINE,ADRENALIN,18
16386,EPINEPHRINE,AUVI-Q,28
16390,NALOXONE HYDROCHLORIDE,EVZIO,23
16391,NALOXONE HYDROCHLORIDE,EVZIO (AUTOINJECTOR),30
16392,EPINEPHRINE,SYMJEPI,26
16394,CARBACHOL,CARBACHOL,13
16395,CARBACHOL,CARBASTAT,28
16396,CARBACHOL,MIOSTAT,19
16397,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,DELFLEX W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,29
16399,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM IN PLASTIC CONTAINER,15
16400,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER,23
16401,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,DELFLEX W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,12
16403,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM IN PLASTIC CONTAINER,15
16404,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER,11
